text,type,label,source
"Dear customer, Vous avez gagne un cadeau Microsoft! Reclamez-le sous 24h: http://bit.ly/3xVq9z",email,phishing,synthetic
Poor girl can't go one day lmao,sms,legitimate,real
Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,sms,legitimate,real
The new deus ex game comin early next yr,sms,legitimate,real
Dernier avertissement: mettez a jour vos infos BNP ou perte du compte: http://amaz0n-verify.net/webscr?cmd=login,sms,phishing,synthetic
Votre carte sera debitee de 89.99 EUR. Annulez ici: http://bit.ly/3xVq9z/unlock?id=8821,sms,phishing,synthetic
Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,sms,legitimate,real
Refund of 250 EUR pending from Apple. Claim within 12h: http://netflix-billing.support/unlock?id=8821,sms,phishing,synthetic
Then why you not responding,sms,legitimate,real
For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.,sms,legitimate,real
Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,sms,legitimate,real
Ugh my leg hurts. Musta overdid it on mon.,sms,legitimate,real
"Okey dokey, i‘ll be over in a bit just sorting some stuff out.",sms,legitimate,real
"Dear customer, Dernier avertissement: mettez a jour vos infos DHL ou perte du compte: https://bit.ly/3xVq9z/secure/update",email,phishing,synthetic
"Cher client, Your Orange order has shipped and will arrive Tuesday.",email,legitimate,synthetic
"What part of ""don't initiate"" don't you understand",sms,legitimate,real
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,sms,phishing,real
Then u drive lor.,sms,legitimate,real
"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",sms,phishing,real
Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,sms,phishing,real
Security alert: unusual login on your DHL account. Reset: http://laposte-colis.info/webscr?cmd=login,sms,phishing,synthetic
I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,sms,legitimate,real
Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,sms,legitimate,real
K..k:)where are you?how did you performed?,sms,legitimate,real
تنبيه: تم تعليق حسابك في La Poste. تحقق من هويتك هنا: http://secure-orange-fr.com,sms,phishing,synthetic
Jokin only lar... :-) depends on which phone my father can get lor...,sms,legitimate,real
There's no point hangin on to mr not right if he's not makin u happy,sms,legitimate,real
I'm okay. Chasing the dream. What's good. What are you doing next.,sms,legitimate,real
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,sms,phishing,real
"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee..",sms,legitimate,real
Your Microsoft account is locked. Confirm your identity now: http://amaz0n-verify.net/webscr?cmd=login,sms,phishing,synthetic
gonna let me know cos comes bak from holiday that day. is coming. Don't4get2text me number.,sms,legitimate,real
Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,sms,legitimate,real
Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,sms,legitimate,real
Don't necessarily expect it to be done before you get back though because I'm just now headin out,sms,legitimate,real
Yeah my usual guy's out of town but there're definitely people around I know,sms,legitimate,real
URGENT: votre compte Microsoft a ete suspendu. Verifiez ici: https://account-update.xyz,sms,phishing,synthetic
Security alert: unusual login on your Google account. Reset: http://cihbank-login.online/billing/reactivate,sms,phishing,synthetic
You have 1 new message. Call 0207-083-6089,sms,phishing,real
Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,sms,phishing,real
Yes:)sura in sun tv.:)lol.,sms,legitimate,real
Votre carte sera debitee de 89.99 EUR. Annulez ici: http://netflix-billing.support,sms,phishing,synthetic
"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",sms,legitimate,real
Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,sms,legitimate,real
"Dear customer, Security alert: unusual login on your Amazon account. Reset: http://secure-orange-fr.com/billing/reactivate",email,phishing,synthetic
Vous avez gagne un cadeau Amazon! Reclamez-le sous 24h: http://secure-orange-fr.com/account/confirm,sms,phishing,synthetic
Votre carte sera debitee de 89.99 EUR. Annulez ici: http://apple-id-locked.co/secure/update,sms,phishing,synthetic
Dernier avertissement: mettez a jour vos infos Google ou perte du compte: http://secure-orange-fr.com,sms,phishing,synthetic
Is fujitsu s series lifebook good?,sms,legitimate,real
Hello which the site to download songs its urgent pls,sms,legitimate,real
"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",sms,legitimate,real
How abt making some of the pics bigger?,sms,legitimate,real
"Dear customer, تنبيه: تم تعليق حسابك في Netflix. تحقق من هويتك هنا: https://secure-orange-fr.com/login/verify",email,phishing,synthetic
Your La Poste account is locked. Confirm your identity now: http://laposte-colis.info/webscr?cmd=login,sms,phishing,synthetic
2 laptop... I noe infra but too slow lar... I wan fast one,sms,legitimate,real
Ill be at yours in about 3 mins but look out for me,sms,legitimate,real
Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,sms,legitimate,real
"We're all getting worried over here, derek and taylor have already assumed the worst",sms,legitimate,real
Now only i reached home. . . I am very tired now. . I will come tomorro,sms,legitimate,real
Dernier avertissement: mettez a jour vos infos Chronopost ou perte du compte: http://secure-orange-fr.com/secure/update,sms,phishing,synthetic
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386,sms,phishing,real
Vous avez gagne un cadeau Microsoft! Reclamez-le sous 24h: https://apple-id-locked.co/billing/reactivate,sms,phishing,synthetic
"Cher client, Security alert: unusual login on your Orange account. Reset: https://cihbank-login.online/secure/update",email,phishing,synthetic
"Dear customer, Le livreur passera entre 14h et 16h aujourd'hui.",email,legitimate,synthetic
Aiyah u did ok already lar. E nydc at wheellock?,sms,legitimate,real
100 dating service cal;l 09064012103 box334sk38ch,sms,phishing,real
Not from this campus. Are you in the library?,sms,legitimate,real
Kinda. First one gets in at twelve! Aah. Speak tomo,sms,legitimate,real
"Dear customer, Click to avoid account closure Google: http://192.168.43.12",email,phishing,synthetic
No break time one... How... I come out n get my stuff fr ü?,sms,legitimate,real
"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",sms,legitimate,real
Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,sms,phishing,real
"I've got ten bucks, jay is being noncomittal",sms,legitimate,real
Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,sms,legitimate,real
Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,sms,legitimate,real
Ya! when are ü taking ure practical lessons? I start in june..,sms,legitimate,real
FROM 88066 LOST £12 HELP,sms,phishing,real
Vous avez gagne un cadeau CIH Bank! Reclamez-le sous 24h: https://apple-id-locked.co/billing/reactivate,sms,phishing,synthetic
https://netflix.com/,url,legitimate,synthetic
SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,sms,legitimate,real
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate",sms,phishing,real
Security alert: unusual login on your Attijariwafa account. Reset: http://netflix-billing.support,sms,phishing,synthetic
Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...,sms,legitimate,real
"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",sms,legitimate,real
I not at home now lei...,sms,legitimate,real
Cool. So how come you havent been wined and dined before?,sms,legitimate,real
Dernier avertissement: mettez a jour vos infos DHL ou perte du compte: http://laposte-colis.info/billing/reactivate,sms,phishing,synthetic
Even if he my friend he is a priest call him now,sms,legitimate,real
Security alert: unusual login on your Google account. Reset: http://192.168.43.12/login/verify,sms,phishing,synthetic
Click to avoid account closure Amazon: http://paypa1-secure.com/unlock?id=8821,sms,phishing,synthetic
http://secure-orange-fr.com/login/verify,url,phishing,synthetic
"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",sms,phishing,real
Click to avoid account closure Google: http://laposte-colis.info/login/verify,sms,phishing,synthetic
Security alert: unusual login on your Orange account. Reset: http://account-update.xyz/login/verify,sms,phishing,synthetic
Vous avez gagne un cadeau DHL! Reclamez-le sous 24h: https://laposte-colis.info/account/confirm,sms,phishing,synthetic
Host-based IDPS for linux systems.,sms,legitimate,real
"Cher client, Salut Sara, on se voit a 18h pour le cafe ?",email,legitimate,synthetic
I'll text you when I drop x off,sms,legitimate,real
what I meant to say is cant wait to see u again getting bored of this bridgwater banter,sms,legitimate,real
Votre carte sera debitee de 89.99 EUR. Annulez ici: https://amaz0n-verify.net/webscr?cmd=login,sms,phishing,synthetic
Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,sms,phishing,real
Votre colis est bloque. Payez les frais de douane: https://192.168.43.12/unlock?id=8821,sms,phishing,synthetic
"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",sms,legitimate,real
Yep. I do like the pink furniture tho.,sms,legitimate,real
Security alert: unusual login on your Attijariwafa account. Reset: https://apple-id-locked.co/secure/update,sms,phishing,synthetic
http://apple-id-locked.co/account/confirm,url,phishing,synthetic
In e msg jus now. U said thanks for gift.,sms,legitimate,real
Vous avez gagne un cadeau Google! Reclamez-le sous 24h: http://netflix-billing.support,sms,phishing,synthetic
"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",sms,legitimate,real
Ha ha ha good joke. Girls are situation seekers.,sms,legitimate,real
I'm home. Doc gave me pain meds says everything is fine.,sms,legitimate,real
"Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was",sms,legitimate,real
Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,sms,legitimate,real
Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks,sms,legitimate,real
URGENT: votre compte BNP a ete suspendu. Verifiez ici: http://amaz0n-verify.net/login/verify,sms,phishing,synthetic
Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max,sms,phishing,real
Your Netflix account is locked. Confirm your identity now: http://secure-orange-fr.com,sms,phishing,synthetic
Sorry i'm not free...,sms,legitimate,real
"Usf I guess, might as well take 1 car",sms,legitimate,real
"Hi this is yijue, can i meet u at 11 tmr?",sms,legitimate,real
تنبيه: تم تعليق حسابك في BNP. تحقق من هويتك هنا: http://account-update.xyz/secure/update,sms,phishing,synthetic
Yeah imma come over cause jay wants to do some drugs,sms,legitimate,real
Security alert: unusual login on your BNP account. Reset: http://apple-id-locked.co/login/verify,sms,phishing,synthetic
How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.,sms,legitimate,real
Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,sms,legitimate,real
"Cher client, Dernier avertissement: mettez a jour vos infos Amazon ou perte du compte: http://netflix-billing.support/webscr?cmd=login",email,phishing,synthetic
Votre carte sera debitee de 89.99 EUR. Annulez ici: https://bit.ly/3xVq9z/webscr?cmd=login,sms,phishing,synthetic
Dernier avertissement: mettez a jour vos infos Netflix ou perte du compte: https://account-update.xyz/account/confirm,sms,phishing,synthetic
Dernier avertissement: mettez a jour vos infos DHL ou perte du compte: https://cihbank-login.online/unlock?id=8821,sms,phishing,synthetic
Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,sms,legitimate,real
Watching telugu movie..wat abt u?,sms,legitimate,real
Mom wants to know where you at,sms,legitimate,real
Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,sms,legitimate,real
Boo. How's things? I'm back at home and a little bored already :-(,sms,legitimate,real
Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,sms,phishing,real
Click to avoid account closure CIH Bank: https://apple-id-locked.co/billing/reactivate,sms,phishing,synthetic
I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,sms,legitimate,real
Vous avez gagne un cadeau CIH Bank! Reclamez-le sous 24h: http://paypa1-secure.com/account/confirm,sms,phishing,synthetic
Votre colis est bloque. Payez les frais de douane: https://account-update.xyz/login/verify,sms,phishing,synthetic
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,sms,phishing,real
Can't take any major roles in community outreach. You rock mel,sms,legitimate,real
Votre colis est bloque. Payez les frais de douane: https://192.168.43.12/login/verify,sms,phishing,synthetic
Refund of 250 EUR pending from DHL. Claim within 12h: http://account-update.xyz/billing/reactivate,sms,phishing,synthetic
https://orange.fr/fr,url,legitimate,synthetic
https://bit.ly/3xVq9z/unlock?id=8821,url,phishing,synthetic
Yup i've finished c ü there...,sms,legitimate,real
https://laposte-colis.info/account/confirm,url,phishing,synthetic
"Lets use it next week, princess :)",sms,legitimate,real
"Dear customer, Happy birthday Sara! Hope you have a great day.",email,legitimate,synthetic
"Dear customer, URGENT: votre compte Chronopost a ete suspendu. Verifiez ici: http://amaz0n-verify.net/account/confirm",email,phishing,synthetic
Thinkin about someone is all good. No drugs for that,sms,legitimate,real
Your Free account is locked. Confirm your identity now: http://192.168.43.12/billing/reactivate,sms,phishing,synthetic
Oh really?? Did you make it on air? What's your talent?,sms,legitimate,real
"Bonjour, Votre colis est bloque. Payez les frais de douane: https://secure-orange-fr.com",email,phishing,synthetic
Lol boo I was hoping for a laugh,sms,legitimate,real
"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",sms,phishing,real
SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,sms,phishing,real
But i juz remembered i gotta bathe my dog today..,sms,legitimate,real
"Cher client, تنبيه: تم تعليق حسابك في Netflix. تحقق من هويتك هنا: http://cihbank-login.online/webscr?cmd=login",email,phishing,synthetic
Yes. Last practice,sms,legitimate,real
Votre carte sera debitee de 89.99 EUR. Annulez ici: http://192.168.43.12/unlock?id=8821,sms,phishing,synthetic
I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,sms,legitimate,real
"Bonjour, Refund of 250 EUR pending from Amazon. Claim within 12h: http://amaz0n-verify.net",email,phishing,synthetic
"Dear customer, Bonjour Léa, la reunion est decalee a 15h.",email,legitimate,synthetic
Dernier avertissement: mettez a jour vos infos PayPal ou perte du compte: https://netflix-billing.support/unlock?id=8821,sms,phishing,synthetic
Now am free call me pa.,sms,legitimate,real
"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",sms,legitimate,real
تنبيه: تم تعليق حسابك في Chronopost. تحقق من هويتك هنا: http://laposte-colis.info/webscr?cmd=login,sms,phishing,synthetic
I can ask around but there's not a lot in terms of mids up here,sms,legitimate,real
Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,sms,legitimate,real
"Dear customer, Click to avoid account closure La Poste: https://cihbank-login.online/webscr?cmd=login",email,phishing,synthetic
"Machan you go to gym tomorrow, i wil come late goodnight.",sms,legitimate,real
"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",sms,legitimate,real
Shb b ok lor... Thanx...,sms,legitimate,real
You need to get up. Now.,sms,legitimate,real
https://bit.ly/3xVq9z/billing/reactivate,url,phishing,synthetic
Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,sms,legitimate,real
TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...,sms,phishing,real
"Bonjour, Dernier avertissement: mettez a jour vos infos CIH Bank ou perte du compte: https://amaz0n-verify.net/account/confirm",email,phishing,synthetic
Click to avoid account closure Microsoft: https://netflix-billing.support/billing/reactivate,sms,phishing,synthetic
Dernier avertissement: mettez a jour vos infos Amazon ou perte du compte: https://amaz0n-verify.net,sms,phishing,synthetic
My battery is low babe,sms,legitimate,real
Security alert: unusual login on your Netflix account. Reset: http://bit.ly/3xVq9z/billing/reactivate,sms,phishing,synthetic
Who's there say hi to our drugdealer,sms,legitimate,real
I emailed yifeng my part oredi.. Can ü get it fr him..,sms,legitimate,real
How did you find out in a way that didn't include all of these details,sms,legitimate,real
I sent your maga that money yesterday oh.,sms,legitimate,real
There bold 2 &lt;#&gt; . Is that yours,sms,legitimate,real
sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,sms,phishing,real
Votre carte sera debitee de 89.99 EUR. Annulez ici: https://amaz0n-verify.net/account/confirm,sms,phishing,synthetic
"Bonjour, Vous avez gagne un cadeau Netflix! Reclamez-le sous 24h: https://netflix-billing.support",email,phishing,synthetic
Dernier avertissement: mettez a jour vos infos Amazon ou perte du compte: https://bit.ly/3xVq9z,sms,phishing,synthetic
Was playng 9 doors game and gt racing on phone lol,sms,legitimate,real
UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,sms,phishing,real
Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,sms,legitimate,real
Hey we can go jazz power yoga hip hop kb and yogasana,sms,legitimate,real
"Night night, see you tomorrow",sms,legitimate,real
https://paypa1-secure.com/unlock?id=8821,url,phishing,synthetic
"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",sms,phishing,real
U know we watchin at lido?,sms,legitimate,real
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,sms,phishing,real
https://cihbank-login.online/login/verify,url,phishing,synthetic
In meeting da. I will call you,sms,legitimate,real
Tomarrow i want to got to court. At &lt;DECIMAL&gt; . So you come to bus stand at 9.,sms,legitimate,real
Ok.ok ok..then..whats ur todays plan,sms,legitimate,real
Mmmm.... I cant wait to lick it!,sms,legitimate,real
Thats cool. Where should i cum? On you or in you? :),sms,legitimate,real
Oooh I got plenty of those!,sms,legitimate,real
"Its ok, called mom instead have fun",sms,legitimate,real
Dhoni have luck to win some big title.so we will win:),sms,legitimate,real
Your Amazon account is locked. Confirm your identity now: http://account-update.xyz/login/verify,sms,phishing,synthetic
What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,sms,legitimate,real
Im good! I have been thinking about you...,sms,legitimate,real
I need you to be in my strong arms...,sms,legitimate,real
"Er, hello, things didn‘t quite go to plan – is limping slowly home followed by aa and with exhaust hanging off",sms,legitimate,real
Click to avoid account closure DHL: https://laposte-colis.info/login/verify,sms,phishing,synthetic
"Dear customer, Salut Hugo, on se voit a 18h pour le cafe ?",email,legitimate,synthetic
Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.,sms,legitimate,real
"Bonjour, Security alert: unusual login on your Apple account. Reset: https://laposte-colis.info/secure/update",email,phishing,synthetic
"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",sms,phishing,real
Security alert: unusual login on your DHL account. Reset: http://amaz0n-verify.net,sms,phishing,synthetic
Click to avoid account closure Netflix: http://192.168.43.12,sms,phishing,synthetic
Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,sms,phishing,real
Well done and ! luv ya all,sms,legitimate,real
"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.",sms,legitimate,real
XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,sms,phishing,real
"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U",sms,legitimate,real
"Aight, I'll ask a few of my roommates",sms,legitimate,real
Votre carte sera debitee de 89.99 EUR. Annulez ici: http://secure-orange-fr.com/billing/reactivate,sms,phishing,synthetic
U can call me now...,sms,legitimate,real
Security alert: unusual login on your CIH Bank account. Reset: http://192.168.43.12/account/confirm,sms,phishing,synthetic
Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,sms,legitimate,real
"When you get free, call me",sms,legitimate,real
Tell me something. Thats okay.,sms,legitimate,real
What is the plural of the noun research?,sms,legitimate,real
https://orange.fr/,url,legitimate,synthetic
"Bonjour, Dernier avertissement: mettez a jour vos infos Netflix ou perte du compte: http://192.168.43.12/billing/reactivate",email,phishing,synthetic
I.ll hand her my phone to chat wit u,sms,legitimate,real
Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,sms,legitimate,real
"Bonjour, تنبيه: تم تعليق حسابك في Chronopost. تحقق من هويتك هنا: https://laposte-colis.info/billing/reactivate",email,phishing,synthetic
Happy birthday Yassine! Hope you have a great day.,sms,legitimate,synthetic
Same as kallis dismissial in 2nd test:-).,sms,legitimate,real
Tension ah?what machi?any problem?,sms,legitimate,real
Match started.india &lt;#&gt; for 2,sms,legitimate,real
I will lick up every drop :) are you ready to use your mouth as well?,sms,legitimate,real
Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,sms,legitimate,real
FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,sms,phishing,real
You have 1 new message. Please call 08715205273,sms,phishing,real
"Bonjour, Click to avoid account closure Free: http://cihbank-login.online/unlock?id=8821",email,phishing,synthetic
Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,sms,phishing,real
"Dude u knw also telugu..thts gud..k, gud nyt..",sms,legitimate,real
"Hi elaine, is today's meeting confirmed?",sms,legitimate,real
Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...,sms,legitimate,real
"Dear customer, Bonjour Ali, la reunion est decalee a 15h.",email,legitimate,synthetic
He also knows about lunch menu only da. . I know,sms,legitimate,real
Both :) i shoot big loads so get ready!,sms,legitimate,real
Click to avoid account closure Attijariwafa: http://netflix-billing.support,sms,phishing,synthetic
am up to my eyes in philosophy,sms,legitimate,real
By monday next week. Give me the full gist,sms,legitimate,real
تنبيه: تم تعليق حسابك في Apple. تحقق من هويتك هنا: https://apple-id-locked.co/login/verify,sms,phishing,synthetic
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",sms,phishing,real
Filthy stories and GIRLS waiting for your,sms,phishing,real
Also remember to get dobby's bowl from your car,sms,legitimate,real
"Dear customer, Security alert: unusual login on your Attijariwafa account. Reset: https://paypa1-secure.com/billing/reactivate",email,phishing,synthetic
Shuhui has bought ron's present it's a swatch watch...,sms,legitimate,real
URGENT: votre compte Orange a ete suspendu. Verifiez ici: http://paypa1-secure.com,sms,phishing,synthetic
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",sms,legitimate,real
O we cant see if we can join denis and mina? Or does denis want alone time,sms,legitimate,real
What's happening with you. Have you gotten a job and have you begun registration for permanent residency,sms,legitimate,real
"Cher client, URGENT: votre compte La Poste a ete suspendu. Verifiez ici: http://paypa1-secure.com/billing/reactivate",email,phishing,synthetic
There is no sense in my foot and penis.,sms,legitimate,real
8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity,sms,phishing,real
Pick you up bout 7.30ish? What time are and that going?,sms,legitimate,real
"She was supposed to be but couldn't make it, she's still in town though",sms,legitimate,real
"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",sms,phishing,real
"G says you never answer your texts, confirm/deny",sms,legitimate,real
GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd,sms,phishing,real
"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",sms,legitimate,real
Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,sms,phishing,real
"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.",sms,legitimate,real
"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",sms,legitimate,real
When/where do I pick you up,sms,legitimate,real
Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,sms,legitimate,real
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",sms,legitimate,real
Can not use foreign stamps in this country. Good lecture .,sms,legitimate,real
Security alert: unusual login on your Google account. Reset: https://apple-id-locked.co/billing/reactivate,sms,phishing,synthetic
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,sms,phishing,real
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,sms,phishing,real
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",sms,phishing,real
"Bonjour, Vous avez gagne un cadeau CIH Bank! Reclamez-le sous 24h: http://secure-orange-fr.com/unlock?id=8821",email,phishing,synthetic
URGENT: votre compte Microsoft a ete suspendu. Verifiez ici: https://secure-orange-fr.com/webscr?cmd=login,sms,phishing,synthetic
Howz pain?hope u r fine..,sms,legitimate,real
Security alert: unusual login on your Apple account. Reset: http://laposte-colis.info/account/confirm,sms,phishing,synthetic
I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present.,sms,legitimate,real
